step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
135,'C245117318','3','F','28007','M480139044','28007','es_health',143.95,0
135,'C443009341','2','F','28007','M480139044','28007','es_health',42.13,0
135,'C1355509614','4','M','28007','M480139044','28007','es_health',78.01,0
135,'C1853365964','4','M','28007','M480139044','28007','es_health',23.48,0
136,'C466569235','4','M','28007','M480139044','28007','es_health',37.95,0
136,'C82010125','3','M','28007','M480139044','28007','es_health',153.79,0
136,'C602498884','2','F','28007','M480139044','28007','es_health',22.26,0
136,'C1401244511','3','M','28007','M480139044','28007','es_health',184.93,0
136,'C903333805','3','F','28007','M480139044','28007','es_health',42.26,0
136,'C738091100','2','F','28007','M480139044','28007','es_health',285.14,0
136,'C124539163','2','F','28007','M480139044','28007','es_health',26.42,0
137,'C301739259','2','M','28007','M480139044','28007','es_health',71.27,0
138,'C783189419','0','F','28007','M480139044','28007','es_health',65.24,0
138,'C1337135199','2','M','28007','M480139044','28007','es_health',74.67,0
138,'C64314422','3','M','28007','M480139044','28007','es_health',203.98,0
138,'C153962249','3','F','28007','M480139044','28007','es_health',160.84,0
138,'C629170053','4','M','28007','M480139044','28007','es_health',219.66,0
138,'C715527139','1','M','28007','M480139044','28007','es_health',120.36,0
138,'C904725981','1','F','28007','M480139044','28007','es_health',64.1,0
139,'C322786133','1','M','28007','M480139044','28007','es_health',71.65,0
139,'C1567385001','2','F','28007','M480139044','28007','es_health',175.4,0
139,'C1461183743','2','F','28007','M480139044','28007','es_health',172.8,0
139,'C320158645','2','M','28007','M480139044','28007','es_health',44.67,0
139,'C540538956','3','F','28007','M480139044','28007','es_health',196.29,0
139,'C389212629','2','F','28007','M480139044','28007','es_health',29.88,0
139,'C723652619','2','F','28007','M480139044','28007','es_health',21.08,0
140,'C1285086629','6','F','28007','M480139044','28007','es_health',82.75,0
140,'C1965496749','3','F','28007','M480139044','28007','es_health',37.45,0
140,'C409317605','4','F','28007','M480139044','28007','es_health',156.41,0
140,'C739732151','2','F','28007','M480139044','28007','es_health',134.86,0
140,'C1101633489','1','F','28007','M480139044','28007','es_health',154.8,0
140,'C813347783','1','F','28007','M480139044','28007','es_health',57.58,0
140,'C439977323','1','M','28007','M480139044','28007','es_health',159.71,0
140,'C1775239769','4','M','28007','M480139044','28007','es_health',80.6,0
140,'C1065812935','6','F','28007','M480139044','28007','es_health',54.72,0
140,'C275926123','2','M','28007','M480139044','28007','es_health',62.86,0
140,'C79727066','3','M','28007','M480139044','28007','es_health',100.94,0
141,'C1564636486','5','M','28007','M480139044','28007','es_health',113.65,0
141,'C413065793','2','F','28007','M480139044','28007','es_health',183.2,0
141,'C1571595392','2','M','28007','M480139044','28007','es_health',228.97,0
141,'C985141335','5','F','28007','M480139044','28007','es_health',69.18,0
141,'C375144053','6','F','28007','M480139044','28007','es_health',318.98,0
142,'C1910153505','2','M','28007','M480139044','28007','es_health',137.42,0
143,'C2095975270','5','F','28007','M480139044','28007','es_health',76.88,0
144,'C844772824','4','F','28007','M480139044','28007','es_health',35.48,0
144,'C1628244008','2','M','28007','M480139044','28007','es_health',24.4,0
144,'C1853365964','4','M','28007','M480139044','28007','es_health',236.19,0
145,'C688041542','2','M','28007','M480139044','28007','es_health',235.3,0
145,'C783189419','0','F','28007','M480139044','28007','es_health',44.94,0
145,'C474847450','2','M','28007','M480139044','28007','es_health',109.8,0
145,'C1535613790','3','M','28007','M480139044','28007','es_health',51.78,0
145,'C2113737065','2','F','28007','M480139044','28007','es_health',197.95,0
145,'C637279747','4','F','28007','M480139044','28007','es_health',10.81,0
146,'C1012876398','3','M','28007','M480139044','28007','es_health',109.86,0
146,'C1889984788','4','F','28007','M480139044','28007','es_health',13.27,0
147,'C1689346810','4','M','28007','M480139044','28007','es_health',127.88,0
147,'C1515184734','1','F','28007','M480139044','28007','es_health',93.14,0
147,'C524035200','2','M','28007','M480139044','28007','es_health',76.46,0
147,'C1975322645','3','F','28007','M480139044','28007','es_health',182.78,0
147,'C729632719','3','F','28007','M480139044','28007','es_health',130.36,0
147,'C500712433','2','F','28007','M480139044','28007','es_health',130.81,0
148,'C839245179','2','F','28007','M480139044','28007','es_health',145.49,0
148,'C706599076','2','M','28007','M480139044','28007','es_health',272.19,0
148,'C1225568299','2','F','28007','M480139044','28007','es_health',178.33,0
149,'C1873446390','2','M','28007','M480139044','28007','es_health',124.96,0
149,'C395414939','2','F','28007','M480139044','28007','es_health',147.64,0
149,'C805483863','4','F','28007','M480139044','28007','es_health',82.61,0
150,'C2054744914','4','F','28007','M480139044','28007','es_health',189.59,0
150,'C903741897','2','F','28007','M480139044','28007','es_health',104.44,0
150,'C1733778992','2','F','28007','M480139044','28007','es_health',17.62,0
150,'C601255458','2','M','28007','M480139044','28007','es_health',260.49,0
150,'C1983968298','4','M','28007','M480139044','28007','es_health',241.17,0
150,'C1751458006','3','F','28007','M480139044','28007','es_health',162.72,0
151,'C390271010','3','F','28007','M480139044','28007','es_health',127.23,0
151,'C1200311106','3','F','28007','M480139044','28007','es_health',245.47,0
151,'C572709519','4','F','28007','M480139044','28007','es_health',1.93,0
151,'C186516178','3','F','28007','M480139044','28007','es_health',201.52,0
151,'C904725981','1','F','28007','M480139044','28007','es_health',159.5,0
152,'C402758720','3','F','28007','M480139044','28007','es_health',319.28,0
152,'C637279747','4','F','28007','M480139044','28007','es_health',1.23,0
152,'C800967034','3','F','28007','M480139044','28007','es_health',193.96,0
152,'C578700012','4','F','28007','M480139044','28007','es_health',140.06,0
153,'C158030246','4','F','28007','M480139044','28007','es_health',103.77,0
153,'C330615170','2','F','28007','M480139044','28007','es_health',40.34,0
153,'C405168301','2','F','28007','M480139044','28007','es_health',1.43,0
155,'C1020019215','4','F','28007','M480139044','28007','es_health',112.47,0
155,'C1005806982','4','M','28007','M480139044','28007','es_health',91.82,0
155,'C1515184734','1','F','28007','M480139044','28007','es_health',49.08,0
155,'C64700533','3','F','28007','M480139044','28007','es_health',128.23,0
155,'C783189419','0','F','28007','M480139044','28007','es_health',199.52,0
155,'C1035154937','6','M','28007','M480139044','28007','es_health',47.75,0
156,'C294759668','3','M','28007','M480139044','28007','es_health',185.16,0
156,'C524035200','2','M','28007','M480139044','28007','es_health',116.21,0
156,'C36546691','3','F','28007','M480139044','28007','es_health',123.87,0
156,'C597641228','2','M','28007','M480139044','28007','es_health',56.71,0
156,'C1593769010','1','M','28007','M480139044','28007','es_health',15.1,0
156,'C1963238862','2','F','28007','M480139044','28007','es_health',205.51,0
156,'C644541754','5','F','28007','M480139044','28007','es_health',10.45,0
156,'C894204131','1','M','28007','M480139044','28007','es_health',48.12,0
156,'C389212629','2','F','28007','M480139044','28007','es_health',36.42,0
156,'C944711585','1','M','28007','M480139044','28007','es_health',166.14,0
157,'C2134043204','3','M','28007','M480139044','28007','es_health',180.25,0
157,'C680687990','4','F','28007','M480139044','28007','es_health',53.91,0
157,'C2033860682','3','F','28007','M480139044','28007','es_health',52.02,0
157,'C1515184734','1','F','28007','M480139044','28007','es_health',37.3,0
158,'C1686035763','3','F','28007','M480139044','28007','es_health',26.4,0
158,'C521595859','2','F','28007','M480139044','28007','es_health',130.13,0
158,'C943088790','2','F','28007','M480139044','28007','es_health',57.73,0
158,'C971838371','4','F','28007','M480139044','28007','es_health',98.13,0
158,'C1375956198','3','F','28007','M480139044','28007','es_health',1.65,0
158,'C1713690936','3','F','28007','M480139044','28007','es_health',69.35,0
158,'C371517012','2','M','28007','M480139044','28007','es_health',47.75,0
158,'C1903013338','3','M','28007','M480139044','28007','es_health',5.17,0
159,'C422003518','5','F','28007','M480139044','28007','es_health',44.9,0
159,'C1607644979','2','F','28007','M480139044','28007','es_health',27.45,0
159,'C1822295676','3','M','28007','M480139044','28007','es_health',79.44,0
160,'C1947369699','5','F','28007','M480139044','28007','es_health',7.87,0
160,'C1475317372','1','F','28007','M480139044','28007','es_health',257.7,0
160,'C1751458006','3','F','28007','M480139044','28007','es_health',99.91,0
160,'C1971105040','3','M','28007','M480139044','28007','es_health',65.03,0
160,'C60026962','2','F','28007','M480139044','28007','es_health',74.7,0
161,'C1683902488','3','F','28007','M480139044','28007','es_health',108.24,0
161,'C1572610482','3','F','28007','M480139044','28007','es_health',21.32,0
161,'C1560904250','5','F','28007','M480139044','28007','es_health',32.96,0
161,'C1101633489','1','F','28007','M480139044','28007','es_health',7.53,0
162,'C1355357191','3','F','28007','M480139044','28007','es_health',1.99,0
162,'C895105444','3','F','28007','M480139044','28007','es_health',115.68,0
162,'C1472480119','2','F','28007','M480139044','28007','es_health',233.12,0
162,'C511635087','5','M','28007','M480139044','28007','es_health',200.1,0
163,'C2001505633','5','F','28007','M480139044','28007','es_health',62.18,0
163,'C723652619','2','F','28007','M480139044','28007','es_health',144.93,0
163,'C390271010','3','F','28007','M480139044','28007','es_health',74.17,0
163,'C1510535804','3','F','28007','M480139044','28007','es_health',176.48,0
163,'C1228152586','1','F','28007','M480139044','28007','es_health',223.28,0
163,'C449179311','2','M','28007','M480139044','28007','es_health',236.64,0
163,'C2131498052','5','M','28007','M480139044','28007','es_health',81.48,0
163,'C1163388474','2','F','28007','M480139044','28007','es_health',13.63,0
163,'C604378279','5','F','28007','M480139044','28007','es_health',132.23,0
164,'C604378279','5','F','28007','M480139044','28007','es_health',26.33,0
164,'C1566647188','1','F','28007','M480139044','28007','es_health',97.1,0
164,'C301739259','2','M','28007','M480139044','28007','es_health',45.83,0
164,'C1018783569','2','M','28007','M480139044','28007','es_health',137.66,0
165,'C1781953799','5','M','28007','M480139044','28007','es_health',220.53,0
165,'C461219673','2','F','28007','M480139044','28007','es_health',73.74,0
165,'C290487175','5','M','28007','M480139044','28007','es_health',190.02,0
165,'C1281345721','2','F','28007','M480139044','28007','es_health',219.66,0
165,'C245117318','3','F','28007','M480139044','28007','es_health',15.97,0
165,'C1338125837','3','F','28007','M480139044','28007','es_health',115.1,0
165,'C751887992','3','F','28007','M480139044','28007','es_health',129.52,0
166,'C572709519','4','F','28007','M480139044','28007','es_health',253.97,0
166,'C1058785965','2','F','28007','M480139044','28007','es_health',179.4,0
166,'C662931726','2','F','28007','M480139044','28007','es_health',108.46,0
166,'C1927346472','1','M','28007','M480139044','28007','es_health',228.98,0
166,'C922544599','3','F','28007','M480139044','28007','es_health',133.14,0
167,'C1036903280','4','F','28007','M480139044','28007','es_health',115.79,0
167,'C332190038','3','M','28007','M480139044','28007','es_health',64.03,0
168,'C1018783569','2','M','28007','M480139044','28007','es_health',57.28,0
168,'C604378279','5','F','28007','M480139044','28007','es_health',96.84,0
168,'C2054744914','4','F','28007','M480139044','28007','es_health',75.43,0
168,'C1208164294','U','E','28007','M480139044','28007','es_health',115.83,0
168,'C680687990','4','F','28007','M480139044','28007','es_health',137.03,0
168,'C145230032','2','F','28007','M480139044','28007','es_health',182.04,0
169,'C1355357191','3','F','28007','M480139044','28007','es_health',35.64,0
169,'C989137613','4','F','28007','M480139044','28007','es_health',30.13,0
169,'C461219673','2','F','28007','M480139044','28007','es_health',60.25,0
169,'C1433318702','5','M','28007','M480139044','28007','es_health',61.18,0
169,'C1713690936','3','F','28007','M480139044','28007','es_health',57.04,0
169,'C1699102063','4','M','28007','M480139044','28007','es_health',103.02,0
169,'C496697462','4','M','28007','M480139044','28007','es_health',37.32,0
170,'C506565122','5','F','28007','M480139044','28007','es_health',69.96,0
170,'C1358079072','2','M','28007','M480139044','28007','es_health',0.36,0
170,'C245117318','3','F','28007','M480139044','28007','es_health',94.98,0
170,'C1204835011','1','M','28007','M480139044','28007','es_health',53.78,0
170,'C932908444','1','F','28007','M480139044','28007','es_health',66.06,0
170,'C2137381129','1','M','28007','M480139044','28007','es_health',53.98,0
170,'C1683902488','3','F','28007','M480139044','28007','es_health',5.36,0
171,'C1463356115','4','F','28007','M480139044','28007','es_health',178.05,0
171,'C103995111','3','M','28007','M480139044','28007','es_health',248.57,0
171,'C601255458','2','M','28007','M480139044','28007','es_health',180.17,0
171,'C1237248073','3','F','28007','M480139044','28007','es_health',26.79,0
172,'C1890466358','3','F','28007','M480139044','28007','es_health',76.85,0
172,'C576358551','6','M','28007','M480139044','28007','es_health',243.3,0
172,'C928481238','2','M','28007','M480139044','28007','es_health',181.7,0
172,'C971838371','4','F','28007','M480139044','28007','es_health',64.94,0
172,'C1810630647','2','F','28007','M480139044','28007','es_health',226.52,0
172,'C1708403061','1','F','28007','M480139044','28007','es_health',47.49,0
172,'C1545484501','2','M','28007','M480139044','28007','es_health',169.07,0
172,'C2033917877','3','M','28007','M480139044','28007','es_health',212.7,0
172,'C1036903280','4','F','28007','M480139044','28007','es_health',93.04,0
172,'C1225568299','2','F','28007','M480139044','28007','es_health',101.04,0
173,'C1566647188','1','F','28007','M480139044','28007','es_health',66.7,0
173,'C783189419','0','F','28007','M480139044','28007','es_health',26.31,0
173,'C2095975270','5','F','28007','M480139044','28007','es_health',177.36,0
173,'C1859195979','3','F','28007','M480139044','28007','es_health',164.31,0
173,'C2033917877','3','M','28007','M480139044','28007','es_health',118.56,0
174,'C1683902488','3','F','28007','M480139044','28007','es_health',138.56,0
174,'C1382187685','1','F','28007','M480139044','28007','es_health',99.0,0
174,'C480961011','3','M','28007','M480139044','28007','es_health',263.07,0
174,'C130979586','2','F','28007','M480139044','28007','es_health',142.07,0
174,'C411390898','3','M','28007','M480139044','28007','es_health',37.77,0
175,'C153962249','3','F','28007','M480139044','28007','es_health',201.33,0
175,'C1035154937','6','M','28007','M480139044','28007','es_health',83.69,0
175,'C895561340','2','F','28007','M480139044','28007','es_health',76.03,0
175,'C678324895','3','F','28007','M480139044','28007','es_health',10.21,0
175,'C36546691','3','F','28007','M480139044','28007','es_health',11.62,0
175,'C547610089','4','F','28007','M480139044','28007','es_health',95.8,0
176,'C647931416','3','F','28007','M480139044','28007','es_health',44.33,0
176,'C1475317372','1','F','28007','M480139044','28007','es_health',217.39,0
176,'C1084001812','2','M','28007','M480139044','28007','es_health',268.67,0
176,'C1005806982','4','M','28007','M480139044','28007','es_health',86.87,0
176,'C2126657609','2','F','28007','M480139044','28007','es_health',155.57,0
177,'C688041542','2','M','28007','M480139044','28007','es_health',148.33,0
177,'C1492110515','2','F','28007','M480139044','28007','es_health',174.4,0
177,'C719449879','6','F','28007','M480139044','28007','es_health',58.72,0
178,'C413065793','2','F','28007','M480139044','28007','es_health',164.56,0
178,'C1979396384','2','F','28007','M480139044','28007','es_health',118.61,0
179,'C617723960','4','F','28007','M480139044','28007','es_health',103.27,0
179,'C868607067','1','F','28007','M480139044','28007','es_health',187.14,0
179,'C1058785965','2','F','28007','M480139044','28007','es_health',109.59,0
0,'C1959067413','4','M','28007','M209847108','28007','es_wellnessandbeauty',86.09,0
0,'C1350793893','1','M','28007','M209847108','28007','es_wellnessandbeauty',60.71,0
0,'C1629765833','2','F','28007','M209847108','28007','es_wellnessandbeauty',8.81,0
0,'C1490048317','6','F','28007','M209847108','28007','es_wellnessandbeauty',48.5,0
0,'C285984841','3','M','28007','M209847108','28007','es_wellnessandbeauty',111.98,0
0,'C497088099','2','M','28007','M209847108','28007','es_wellnessandbeauty',67.3,0
0,'C1484585237','5','M','28007','M209847108','28007','es_wellnessandbeauty',84.79,0
0,'C2094478222','4','F','28007','M209847108','28007','es_wellnessandbeauty',123.17,0
0,'C1507237884','2','F','28007','M209847108','28007','es_wellnessandbeauty',38.0,0
0,'C1855857061','4','F','28007','M209847108','28007','es_wellnessandbeauty',82.8,0
1,'C1517707344','2','M','28007','M209847108','28007','es_wellnessandbeauty',4.81,0
1,'C656031620','2','F','28007','M209847108','28007','es_wellnessandbeauty',66.56,0
1,'C1014313887','5','F','28007','M209847108','28007','es_wellnessandbeauty',24.69,0
1,'C901025251','2','M','28007','M209847108','28007','es_wellnessandbeauty',69.24,0
1,'C1195893546','5','M','28007','M209847108','28007','es_wellnessandbeauty',39.71,0
1,'C479535332','5','F','28007','M209847108','28007','es_wellnessandbeauty',96.19,0
1,'C10263180','3','F','28007','M209847108','28007','es_wellnessandbeauty',2.07,0
1,'C581581060','3','F','28007','M209847108','28007','es_wellnessandbeauty',57.95,0
1,'C1267365709','3','F','28007','M209847108','28007','es_wellnessandbeauty',18.32,0
1,'C1569014356','2','M','28007','M209847108','28007','es_wellnessandbeauty',126.62,0
1,'C1559091388','4','F','28007','M209847108','28007','es_wellnessandbeauty',24.3,0
1,'C1126112663','4','M','28007','M209847108','28007','es_wellnessandbeauty',58.7,0
1,'C1497895052','2','M','28007','M209847108','28007','es_wellnessandbeauty',62.79,0
1,'C450548035','3','M','28007','M209847108','28007','es_wellnessandbeauty',16.88,0
1,'C620327304','4','F','28007','M209847108','28007','es_wellnessandbeauty',124.25,0
1,'C1818021493','2','F','28007','M209847108','28007','es_wellnessandbeauty',54.36,0
1,'C1508373758','3','M','28007','M209847108','28007','es_wellnessandbeauty',28.48,0
1,'C1681976106','1','M','28007','M209847108','28007','es_wellnessandbeauty',22.06,0
1,'C1715338428','2','M','28007','M209847108','28007','es_wellnessandbeauty',8.12,0
1,'C1954474578','2','M','28007','M209847108','28007','es_wellnessandbeauty',123.25,0
1,'C1533572842','4','F','28007','M209847108','28007','es_wellnessandbeauty',65.27,0
1,'C1731135780','2','M','28007','M209847108','28007','es_wellnessandbeauty',78.89,0
1,'C1095241409','1','M','28007','M209847108','28007','es_wellnessandbeauty',64.95,0
2,'C352968107','2','M','28007','M209847108','28007','es_wellnessandbeauty',107.34,0
2,'C1657925669','3','F','28007','M209847108','28007','es_wellnessandbeauty',2.38,0
2,'C939735585','3','F','28007','M209847108','28007','es_wellnessandbeauty',53.62,0
2,'C133401060','1','F','28007','M209847108','28007','es_wellnessandbeauty',9.55,0
2,'C152830802','2','F','28007','M209847108','28007','es_wellnessandbeauty',8.15,0
2,'C1791793827','4','M','28007','M209847108','28007','es_wellnessandbeauty',12.85,0
2,'C91915601','4','M','28007','M209847108','28007','es_wellnessandbeauty',21.92,0
2,'C1499019507','2','M','28007','M209847108','28007','es_wellnessandbeauty',54.32,0
2,'C897057254','2','F','28007','M209847108','28007','es_wellnessandbeauty',93.01,0
2,'C1767734624','3','F','28007','M209847108','28007','es_wellnessandbeauty',48.33,0
2,'C334841918','2','M','28007','M209847108','28007','es_wellnessandbeauty',52.35,0
2,'C528277773','0','F','28007','M209847108','28007','es_wellnessandbeauty',133.59,0
2,'C1435256152','3','F','28007','M209847108','28007','es_wellnessandbeauty',50.16,0
2,'C1962291095','2','M','28007','M209847108','28007','es_wellnessandbeauty',96.22,0
2,'C1248053373','2','M','28007','M209847108','28007','es_wellnessandbeauty',20.18,0
2,'C1030975170','1','M','28007','M209847108','28007','es_wellnessandbeauty',13.22,0
2,'C1128349548','2','F','28007','M209847108','28007','es_wellnessandbeauty',65.52,0
2,'C1744098311','4','F','28007','M209847108','28007','es_wellnessandbeauty',45.09,0
2,'C1542345868','6','F','28007','M209847108','28007','es_wellnessandbeauty',56.23,0
2,'C1189231170','3','M','28007','M209847108','28007','es_wellnessandbeauty',78.39,0
2,'C1899748276','5','F','28007','M209847108','28007','es_wellnessandbeauty',15.54,0
2,'C1005495267','1','M','28007','M209847108','28007','es_wellnessandbeauty',118.11,0
2,'C1756466427','4','M','28007','M209847108','28007','es_wellnessandbeauty',2.06,0
2,'C1057285507','5','M','28007','M209847108','28007','es_wellnessandbeauty',68.2,0
2,'C1782998558','3','F','28007','M209847108','28007','es_wellnessandbeauty',8.04,0
2,'C1022153336','5','F','28007','M209847108','28007','es_wellnessandbeauty',9.76,0
2,'C1535009453','4','F','28007','M209847108','28007','es_wellnessandbeauty',130.1,0
2,'C128008012','5','F','28007','M209847108','28007','es_wellnessandbeauty',124.73,0
2,'C1741615821','3','M','28007','M209847108','28007','es_wellnessandbeauty',8.37,0
2,'C1538635916','2','F','28007','M209847108','28007','es_wellnessandbeauty',4.51,0
2,'C1532733169','3','M','28007','M209847108','28007','es_wellnessandbeauty',46.03,0
2,'C73919470','3','F','28007','M209847108','28007','es_wellnessandbeauty',24.2,0
2,'C1394454342','1','M','28007','M209847108','28007','es_wellnessandbeauty',60.63,0
2,'C1345265337','2','M','28007','M209847108','28007','es_wellnessandbeauty',9.5,0
2,'C1263107170','2','F','28007','M209847108','28007','es_wellnessandbeauty',52.11,0
3,'C1100053869','2','M','28007','M209847108','28007','es_wellnessandbeauty',76.21,0
3,'C407219337','3','M','28007','M209847108','28007','es_wellnessandbeauty',55.09,0
3,'C206074131','5','F','28007','M209847108','28007','es_wellnessandbeauty',92.7,0
3,'C1743392358','4','M','28007','M209847108','28007','es_wellnessandbeauty',123.92,0
3,'C497088099','2','M','28007','M209847108','28007','es_wellnessandbeauty',35.09,0
3,'C864602023','5','M','28007','M209847108','28007','es_wellnessandbeauty',84.53,0
3,'C259132706','6','F','28007','M209847108','28007','es_wellnessandbeauty',82.83,0
3,'C1625937550','2','F','28007','M209847108','28007','es_wellnessandbeauty',37.21,0
3,'C2092526272','6','F','28007','M209847108','28007','es_wellnessandbeauty',92.06,0
3,'C2070997908','3','F','28007','M209847108','28007','es_wellnessandbeauty',125.44,0
3,'C1920284556','2','F','28007','M209847108','28007','es_wellnessandbeauty',30.01,0
3,'C1214780453','6','F','28007','M209847108','28007','es_wellnessandbeauty',19.05,0
3,'C951689990','3','F','28007','M209847108','28007','es_wellnessandbeauty',2.52,0
3,'C1882920635','2','M','28007','M209847108','28007','es_wellnessandbeauty',73.42,0
3,'C1377736719','5','M','28007','M209847108','28007','es_wellnessandbeauty',79.13,0
3,'C941334726','3','F','28007','M209847108','28007','es_wellnessandbeauty',111.45,0
3,'C1790520611','3','F','28007','M209847108','28007','es_wellnessandbeauty',39.27,0
3,'C1897705669','2','M','28007','M209847108','28007','es_wellnessandbeauty',28.18,0
3,'C759264122','1','M','28007','M209847108','28007','es_wellnessandbeauty',86.15,0
3,'C1771537982','2','M','28007','M209847108','28007','es_wellnessandbeauty',4.17,0
3,'C697242067','5','M','28007','M209847108','28007','es_wellnessandbeauty',39.61,0
3,'C1897313368','5','F','28007','M209847108','28007','es_wellnessandbeauty',8.82,0
3,'C1110919755','1','F','28007','M209847108','28007','es_wellnessandbeauty',17.41,0
3,'C1058652489','4','M','28007','M209847108','28007','es_wellnessandbeauty',2.1,0
3,'C864725258','5','F','28007','M209847108','28007','es_wellnessandbeauty',115.53,0
3,'C1368438034','4','M','28007','M209847108','28007','es_wellnessandbeauty',41.15,0
3,'C2005671734','2','F','28007','M209847108','28007','es_wellnessandbeauty',68.84,0
3,'C775101977','3','M','28007','M209847108','28007','es_wellnessandbeauty',75.44,0
3,'C470079617','5','F','28007','M209847108','28007','es_wellnessandbeauty',188.37,0
3,'C1175419672','2','M','28007','M209847108','28007','es_wellnessandbeauty',54.95,0
3,'C2015203999','4','F','28007','M209847108','28007','es_wellnessandbeauty',95.73,0
3,'C171345183','3','F','28007','M209847108','28007','es_wellnessandbeauty',67.1,0
4,'C1002759277','1','F','28007','M209847108','28007','es_wellnessandbeauty',88.23,0
4,'C1223439629','4','M','28007','M209847108','28007','es_wellnessandbeauty',78.5,0
4,'C1166683343','2','F','28007','M209847108','28007','es_wellnessandbeauty',51.9,0
4,'C757503768','5','M','28007','M209847108','28007','es_wellnessandbeauty',81.63,0
4,'C1287167517','2','F','28007','M209847108','28007','es_wellnessandbeauty',46.16,0
4,'C105013970','3','M','28007','M209847108','28007','es_wellnessandbeauty',86.7,0
4,'C1767072624','2','F','28007','M209847108','28007','es_wellnessandbeauty',91.98,0
4,'C1014010834','1','M','28007','M209847108','28007','es_wellnessandbeauty',58.07,0
4,'C759915530','2','M','28007','M209847108','28007','es_wellnessandbeauty',69.6,0
4,'C948004275','2','M','28007','M209847108','28007','es_wellnessandbeauty',198.98,0
4,'C1402203755','3','M','28007','M209847108','28007','es_wellnessandbeauty',0.36,0
4,'C1566647188','1','F','28007','M209847108','28007','es_wellnessandbeauty',50.66,0
4,'C1651395634','5','M','28007','M209847108','28007','es_wellnessandbeauty',69.57,0
4,'C1098443227','1','M','28007','M209847108','28007','es_wellnessandbeauty',139.91,0
4,'C437189630','4','F','28007','M209847108','28007','es_wellnessandbeauty',72.24,0
4,'C1960353164','2','F','28007','M209847108','28007','es_wellnessandbeauty',146.66,0
4,'C1953872129','2','M','28007','M209847108','28007','es_wellnessandbeauty',0.98,0
4,'C170002529','2','F','28007','M209847108','28007','es_wellnessandbeauty',33.65,0
4,'C648063518','3','M','28007','M209847108','28007','es_wellnessandbeauty',34.74,0
4,'C1032319289','3','F','28007','M209847108','28007','es_wellnessandbeauty',34.27,0
4,'C1419235351','4','M','28007','M209847108','28007','es_wellnessandbeauty',2.85,0
4,'C2138823885','4','M','28007','M209847108','28007','es_wellnessandbeauty',3.91,0
4,'C466769207','2','F','28007','M209847108','28007','es_wellnessandbeauty',52.25,0
4,'C1255221015','3','F','28007','M209847108','28007','es_wellnessandbeauty',66.98,0
4,'C337291476','5','M','28007','M209847108','28007','es_wellnessandbeauty',138.07,0
5,'C672794326','3','F','28007','M209847108','28007','es_wellnessandbeauty',74.24,0
5,'C1034685704','2','F','28007','M209847108','28007','es_wellnessandbeauty',20.38,0
5,'C506565122','5','F','28007','M209847108','28007','es_wellnessandbeauty',117.2,0
5,'C1155962240','2','F','28007','M209847108','28007','es_wellnessandbeauty',131.19,0
5,'C404536294','3','F','28007','M209847108','28007','es_wellnessandbeauty',16.78,0
5,'C232369406','5','F','28007','M209847108','28007','es_wellnessandbeauty',38.29,0
5,'C808977147','2','M','28007','M209847108','28007','es_wellnessandbeauty',113.45,0
5,'C801383032','3','M','28007','M209847108','28007','es_wellnessandbeauty',49.21,0
5,'C1582152156','5','M','28007','M209847108','28007','es_wellnessandbeauty',57.89,0
5,'C39112485','6','F','28007','M209847108','28007','es_wellnessandbeauty',68.62,0
5,'C1421006824','2','F','28007','M209847108','28007','es_wellnessandbeauty',7.13,0
5,'C1885719603','3','F','28007','M209847108','28007','es_wellnessandbeauty',121.6,0
5,'C831378949','2','M','28007','M209847108','28007','es_wellnessandbeauty',86.06,0
5,'C179196508','3','F','28007','M209847108','28007','es_wellnessandbeauty',74.42,0
5,'C1708732499','2','M','28007','M209847108','28007','es_wellnessandbeauty',103.63,0
5,'C130295904','3','F','28007','M209847108','28007','es_wellnessandbeauty',30.54,0
5,'C199512926','4','M','28007','M209847108','28007','es_wellnessandbeauty',102.56,0
5,'C411345215','1','F','28007','M209847108','28007','es_wellnessandbeauty',28.63,0
5,'C1395098424','2','F','28007','M209847108','28007','es_wellnessandbeauty',32.63,0
5,'C304677660','4','F','28007','M209847108','28007','es_wellnessandbeauty',6.55,0
5,'C720418898','3','M','28007','M209847108','28007','es_wellnessandbeauty',19.02,0
5,'C1955375790','3','M','28007','M209847108','28007','es_wellnessandbeauty',53.94,0
5,'C1655680166','3','M','28007','M209847108','28007','es_wellnessandbeauty',42.81,0
5,'C1645579872','5','F','28007','M209847108','28007','es_wellnessandbeauty',11.23,0
5,'C152830802','2','F','28007','M209847108','28007','es_wellnessandbeauty',35.73,0
5,'C1268275182','1','M','28007','M209847108','28007','es_wellnessandbeauty',66.07,0
5,'C755000520','2','F','28007','M209847108','28007','es_wellnessandbeauty',110.33,0
5,'C404075543','4','M','28007','M209847108','28007','es_wellnessandbeauty',25.88,0
6,'C1966502638','3','F','28007','M209847108','28007','es_wellnessandbeauty',37.89,0
6,'C1968779147','5','M','28007','M209847108','28007','es_wellnessandbeauty',60.6,0
6,'C47208933','4','F','28007','M209847108','28007','es_wellnessandbeauty',51.5,0
6,'C860156566','2','M','28007','M209847108','28007','es_wellnessandbeauty',4.58,0
6,'C450584964','2','F','28007','M209847108','28007','es_wellnessandbeauty',47.95,0
6,'C830078297','5','F','28007','M209847108','28007','es_wellnessandbeauty',31.57,0
